Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,GPA_Category,GPA_Category_Encoded,Age_Group,Age_Group_Encoded,Income_Level,Income_Level_Encoded,Attendance_Category,Attendance_Encoded
51,0.31496894840695216,0,-0.7796596353001682,1,1.0899360663893871,0.15366062128296545,1,-0.19124077952252236,1,0,-0.23634836622709474,1.593310833047817,1.582294373274533,1.5302912140899458,4,2,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
52,-0.3860629277399259,1,-0.6856136915878628,1,1.984924617697474,0.5429304646971448,1,-0.5772027083080064,0,0,0.5189624233577607,0.5477818392887563,0.3722639868104616,0.327495237284599,3,1,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
53,-0.7132111366084686,0,-0.7796596353001682,1,-0.4782739615663755,-0.6370437481520856,2,-1.00511702065713,1,0,0.8675674031661551,-0.02678814827252968,-0.23275120642157449,-0.23194475192719025,3,1,0,0,Mid,2,Young,2,"(24999.999, 37110.0]",0,High,0
54,0.595381698865704,1,-0.1842415662268658,1,0.7493652017323277,-0.977654861139492,4,-0.2667550699370735,0,0,0.22845827351743184,-0.1398183097599954,0.1116420574181998,0.15966324052106254,4,1,3,1,Mid,2,Mature,0,"(24999.999, 37110.0]",0,Low,1
55,1.0627362829636227,0,-0.7796596353001682,1,-0.7238017942261162,-1.0871370045997304,0,-0.526859848031639,0,1,-0.7592558359396864,-1.8446899121959415,-2.1408760466149177,-2.1433647150674697,1,1,2,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,Low,1
56,0.9225299077342468,0,-0.06496546071454856,1,-2.1098460108536847,-0.8803374002859475,0,0.0772544752847712,1,1,0.6932649132619578,-1.5338569681054097,-1.2752389239906203,-1.2762327317891964,1,4,0,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,Low,1
57,-0.8534175118378445,0,1.4129582950801467,1,0.25830953641284626,-0.6492084307587781,1,-1.2232694151880559,0,0,-1.2821633056522785,0.31230233618986875,0.3536481347110143,0.3554672367451887,4,4,2,0,Mid,2,Young,2,"(37110.0, 70904.375]",1,High,0
58,-0.33932746933013336,0,2.3761300338508278,1,0.11574498841686806,1.1633292776384918,3,-0.16606934938433857,0,1,-1.1659616457161468,-0.20575257062768418,0.08371827926902911,0.25290323872302706,4,3,2,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
59,0.31496894840695216,0,-0.7796596353001682,1,-0.09018158091065656,0.42128363863021384,5,0.39609259036843175,0,0,0.6351640832938917,-1.9294625333115414,-1.7964827827751435,-1.7517567226192174,2,1,3,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
60,0.9692653661440392,0,-0.7796596353001682,1,-0.6683600255610136,-1.2087838306666614,2,-0.6946693822861973,0,0,-1.2821633056522785,-1.4867610674856324,-1.8150986348745908,-1.8170247213605926,1,4,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,Low,1
61,-0.5262693029693019,0,-0.7796596353001682,1,0.13158549374975423,-0.3694207308048373,2,0.7317116588775484,1,0,-0.8173566659077524,1.3389929697010183,1.582294373274533,1.5862352130111248,3,0,0,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
62,-0.19912109410075743,1,0.19592953664524623,1,0.42463484240815447,0.007684430002647968,3,0.8407878561430117,1,1,-1.049759985780015,-0.2622676513714173,-5.3055178483813584e-05,0.01980324321811491,2,4,4,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
63,-1.1338302622965948,1,-0.7796596353001682,1,2.008685375696804,2.2216566644207916,0,-1.2316598919007837,1,1,0.17035744354936574,0.8115188827595102,0.7725048069485773,0.7750472286540303,1,3,2,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
64,-1.2273011791161799,1,-0.7796596353001682,1,0.5434386324048035,0.0441784778227269,1,-0.7785741494134765,0,0,0.6351640832938917,-0.7426458376931477,-0.5771444702613485,-0.5489607458138707,3,3,4,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
65,0.8290589909146634,0,-0.2880495888917644,0,0.5909601484034627,0.4699423690569852,1,-1.3659075193044306,0,0,0.6351640832938917,-0.7143882973212812,-0.6422999526094137,-0.6235527443754426,2,0,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
66,1.3898844918321653,1,-0.3475157740607295,1,-0.7792435628912192,-0.9289961307127206,2,0.41287354379388785,0,1,-0.5849533460354891,1.254220348585419,0.707349324600512,0.6911312302722621,4,2,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,Low,1
67,-0.10565017728117401,1,0.06544766444791013,1,-0.9930903848851869,0.7375653864042336,0,0.11081638213568273,0,0,-0.17824753625902864,1.254220348585419,1.2379011094347585,1.2878672187648372,4,4,2,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
68,1.0160008245538301,1,0.16911819304305387,1,-1.0247713955509596,1.3701288819522748,2,-1.6260122973989959,1,0,0.7513657432300235,1.593310833047817,1.582294373274533,1.5862352130111248,3,0,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
69,0.36170440681674465,1,0.006118973348699876,1,-0.31986890823751074,-0.11396239606428298,1,-0.6694979521480136,0,0,-0.5849533460354891,-0.3847169929828387,-0.763302991255821,-0.7634127416783898,1,3,3,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
70,-0.6664756781986761,0,-0.20245953046938112,1,0.05238296708532202,0.6280832429439968,4,0.29540686981569714,0,0,-0.9335583258438838,0.4818475784210675,0.6235779901529995,0.6258632315308869,1,3,4,0,Mid,2,Young,2,"(24999.999, 37110.0]",0,High,0
71,0.36170440681674465,0,-0.3847766669642891,1,0.21078802041418712,0.5915891951239162,3,0.1024259054229547,0,1,-0.7011550059716207,-0.27168683149537254,0.018562796920963454,-0.017492756062671068,4,1,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
72,1.5768263254713322,0,0.5475018730083531,1,-0.8505258368892082,0.10500189085619238,1,1.2015783547903118,0,0,-0.6430541760035546,1.4708614914363956,1.1541297749872461,1.1666552211022827,3,2,2,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
73,-0.05891471887138314,0,-0.7796596353001682,1,-2.3157725801812092,1.2849761037054228,1,-1.1729265549116885,1,0,0.05415578361323411,0.18043381445449158,0.0278707229706873,0.02912724303831161,1,0,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
74,1.5768263254713322,0,2.3761300338508278,1,-0.44659295090060247,-0.7465258916123242,2,-0.02343124526796404,1,0,-0.0039450463548314505,1.593310833047817,1.582294373274533,1.5862352130111248,1,3,2,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
75,-1.8815975968532654,1,-0.7796596353001682,0,0.955291771059852,-0.819513987252482,1,-1.021897974082586,0,0,-0.17824753625902864,1.593310833047817,1.582294373274533,1.5582632135505354,4,2,3,0,High,0,Young,2,"(24999.999, 37110.0]",0,Low,1
76,0.8290589909146634,1,-0.7796596353001682,1,-0.3990714349019433,0.0320137952160345,2,0.09403542871022696,1,0,-0.8173566659077524,0.039146112595159106,0.24195302211433067,0.2062832396220448,2,4,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
77,0.08129165635799279,0,-0.45376431646377635,1,-0.010979054246224014,-0.3329266829847583,2,-0.1996312562352501,0,0,-0.0039450463548314505,1.3295737895770632,1.275132813633653,1.2039512203830687,3,4,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
78,-0.33932746933013336,1,0.5618700032977331,1,-1.6504713561999764,-2.802357252143456,3,0.261844962964785,1,0,0.6932649132619578,-0.4035553532307497,-0.46544935766466494,-0.46504474743210217,1,4,2,1,Low,1,Mature,0,"(37110.0, 70904.375]",1,Low,1
79,0.08129165635799279,1,-0.7796596353001682,1,0.11574498841686806,-0.6857024785788588,2,-0.42617412747890376,0,0,0.34465993345356294,-1.515018607857499,-1.135620033244766,-0.9592167379025159,4,3,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
80,-1.8815975968532654,0,-0.48851594259431025,1,0.4087943370752683,-2.0359822479217913,0,0.7484926123030045,0,1,-0.46875168609935747,-0.6955499370733701,-1.0518486987972535,-1.052456736104481,1,2,0,0,Low,1,Young,2,"(24999.999, 37110.0]",0,Low,1
81,-0.24585655251054994,1,-0.45376431646377635,0,-0.010979054246224014,-0.28426795255798526,2,-0.7366217658498369,0,0,-0.0039450463548314505,-0.23401011099955052,-0.41890972741604676,-0.4184247483311197,1,2,3,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
82,0.36170440681674465,1,1.213866882075149,1,0.9790525290591819,0.7254007037975412,1,-1.0386789275080417,0,0,1.2742732129426155,-1.3548925457502554,-1.433473666835922,-1.4347407287325369,1,2,3,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
83,1.5300908670615414,1,-0.7796596353001682,1,1.2245803617189224,0.08067252564280757,2,0.21150210268841796,0,1,-0.062045876322897014,-1.3925692662460774,-1.340394406338686,-1.3135287310699824,3,3,2,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
84,-0.5262693029693019,1,-0.7796596353001682,1,2.167090429025669,0.16582530388965785,0,1.8476450616703617,0,0,-0.0039450463548314505,-0.3282019122391056,-0.4096018013663231,-0.4091007485109232,4,4,3,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
85,-0.8534175118378445,1,-0.7796596353001682,1,-0.9614093742194139,-0.11396239606428298,2,-1.5504980069844447,0,0,1.5647773627829438,0.6513928206522667,0.75388895484913,0.7563992290136373,4,0,2,0,Mid,2,Young,2,"(24999.999, 37110.0]",0,High,0
86,-0.5262693029693019,1,-0.7796596353001682,1,0.28207029441217624,0.23881339952981745,0,-1.1645360781989604,0,0,1.0999707230384184,0.679650361024133,0.5956542120038284,0.5978912320702972,2,3,3,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
87,0.9225299077342468,0,-0.7796596353001682,1,-1.2306979648784842,2.2216566644207916,1,0.2198925794011454,0,1,-0.7011550059716207,0.7644229821397328,0.8283523632469191,0.840315227395406,3,0,3,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
88,0.31496894840695216,0,-0.7796596353001682,1,0.6147209064027925,-0.3085973177713718,3,1.1176735876630326,1,0,1.0999707230384184,-1.025221241411813,-0.8005346954547156,-0.8193567405995688,4,2,3,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
89,-0.5730047613790927,1,-0.45376431646377635,1,-0.010979054246224014,0.0198491126093421,0,0.29540686981569714,0,0,-0.0039450463548314505,0.6137161001564446,0.4560353212579741,0.3741152363855817,3,0,0,1,Mid,2,Young,2,"(24999.999, 37110.0]",0,High,0
90,0.5019107820461206,0,-0.286330913019829,1,-1.998962473523479,-0.8073493046457897,1,-0.6275455685843739,0,0,-1.107860815748081,0.6137161001564446,0.5956542120038284,0.5978912320702972,1,4,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
91,0.08129165635799279,1,0.2469398365242891,1,0.26622978907928935,-1.8170179610013162,1,0.4044830670811598,0,0,1.3323740429106812,0.05798447284307013,0.3722639868104616,0.31817123746440273,3,0,0,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,Low,1
92,0.9692653661440392,1,-0.17420449913476302,0,-0.2169056235737483,0.2874721299565888,0,0.5051687876338951,1,0,-0.7592558359396864,-1.4679227072377214,-1.5451687794326054,-1.5186567271143052,4,1,0,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
93,-0.7132111366084686,1,-0.45376431646377635,0,-0.010979054246224014,1.1389999124251053,3,-0.7030598589989251,0,0,-0.0039450463548314505,1.1600285473458638,1.3961358522800602,1.399755216607195,1,2,0,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
94,-0.33932746933013336,0,0.9636964221562312,1,-0.3119486555710673,2.2216566644207916,0,0.8156164260048275,0,0,-0.41065085613129193,0.9151298641230207,1.284440739683377,1.2412472196638547,3,1,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
95,-0.4327983861497168,1,-0.7796596353001682,1,2.111648660360566,-0.1504564438843619,3,-0.04860267540614755,0,1,2.1457856624636014,-1.872947452567808,-2.1315681205651944,-2.1340407152472736,1,0,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
96,-1.50771392957493,0,-0.7796596353001682,1,0.5830398957370195,-0.2234445395245198,0,-1.7770408782280984,0,0,-0.9916591558119496,-1.8823666326917636,-1.7685590046259727,-1.7424327227990208,4,2,3,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
97,0.31496894840695216,0,-0.45376431646377635,1,-0.010979054246224014,-0.8803374002859475,0,-0.14928839595888277,1,0,-0.0039450463548314505,-0.7426458376931477,-0.7446871391563737,-0.7447647420379968,4,2,2,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,Low,1
98,0.2682334899971613,0,-0.4819162272460783,0,-0.3515499189032838,1.6985753123329888,4,-0.5855931850207343,0,0,-0.35255002616322584,0.44417085792524547,0.26987680026350136,0.29952323782400975,2,1,4,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
99,-0.012179260461590607,0,-0.7796596353001682,1,-2.0068827261899225,-1.1722897828465826,2,1.302264075343047,0,1,0.5189624233577607,-0.4223937134786605,-0.1582877980237854,-0.15735275336561827,1,3,4,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,Low,1
100,-0.24585655251054994,0,1.0346433621497249,1,-1.1198144275482786,0.6767419733707681,0,-1.3491265658789746,1,1,-0.062045876322897014,-0.9592869805441242,-0.8377663996536101,-0.8380047402399617,2,2,0,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
